éxtasis,0.473581571653487
extasis,0.4331115574867552
ketamina,0.41805252141568705
marihuana,0.3769209080326842
mdma,0.27592767642040295
anfetamina,0.26041941294317217
codeína,0.24940998599936615
droga,0.24190102367476085
marihuana.,0.239913998272542
lsd,0.22380638503801598
nicotina,0.21836318803338808
cocaína,0.21531457619016414
metanfetamina,0.21042278882022694
clonazepam,0.20578952657955954
alcohol,0.19940941313931
cannabis,0.19236279677607432
delirio,0.18126706028032247
mariguana,0.18013824267252362
cocaina,0.17256864954756346
placer,0.16772520821395295
drogas,0.16534249839268816
hachís,0.1649938811575749
dolor,0.15660691566891646
cafeína,0.156197090583624
supositorios,0.15513751029338801
adrenalina,0.15395713529430463
antidepresivos,0.15122644539354688
viagra,0.14559091002730976
locura,0.1433504069250468
cigarrillo,0.14083746437358757
sobredosis,0.13956522595271967
pomada,0.13815863498200195
frenesí,0.13743918203391473
metanfetaminas,0.13705492099408667
amoxicilina,0.13634592128899226
cigarro,0.13613221681326004
abstinencia,0.13452826943328966
orgasmo,0.13405091784900228
esteroides,0.13190771492201078
medicamento,0.13139063906563617
insomnio,0.12905854462424682
anabólicos,0.12865385478755667
infusión,0.1281602569050537
relajante,0.12795923411047974
tos,0.12685629943561816
tintura,0.1256639179758478
dosis,0.12419304785633914
dopamina,0.12305590946012562
alucinaciones,0.1230153683083714
cigarrillos,0.12240557362985528
inhalar,0.12236446468427033
prozac,0.12158250490222917
euforia,0.12141738938618382
diluyente,0.12108139906315135
pomadas,0.11994158662770425
adicción,0.11986208532435826
alivia,0.11741158754603953
veneno,0.11592559674787599
orina,0.11379769286687261
lujuria,0.11212673561589188
alma,0.11062840357680248
melancolía,0.11045391621553684
adicto,0.11031504628475006
saliva,0.10985104662437299
apetito,0.1097043636495908
adictiva,0.10919508024372127
ansiedad,0.10916000271449425
amor,0.10902777970692486
fumar,0.10810034143436485
pastilla,0.10769491965945042
traficar,0.1071884576414856
emoción,0.10706789686565252
adicta,0.10634107866596859
agonía,0.10560387553901095
sudor,0.10520906052024585
fumada,0.10448982742890096
angustia,0.10288309161503022
consumiendo,0.10186820303261866
asma,0.10174317266162634
fumador,0.10169594322086559
condones,0.10138776790049393
tabaco,0.101076735819396
corazón,0.10077754326299279
mente,0.10046111881326847
tristeza,0.10020131661521946
vigilia,0.0993993252481218
oler,0.09881966582343685
testosterona,0.09851855284700875
ardor,0.09821669555099706
sensación,0.09789294353608947
sueño,0.09783367927310067
ingerir,0.09717472463395287
puro,0.09704779292282471
sensual,0.09681841295449561
tampones,0.09630930603770697
resplandor,0.09580333044016243
peyote,0.09535882380181775
consumir,0.09449176966720395
desesperación,0.09435122666583559
cerebro,0.0936311662531753
jarabe,0.09340452236394269
llanto,0.09264788183805739
drogado,0.0921577274117993
migraña,0.09162318516537486
chupar,0.09102783626629624
vaporizador,0.0899016798639027
marihuana..,0.08974559382691116
pastillas,0.08973194094656563
consciencia,0.0895922828524533
delirios,0.08952526923507582
vicio,0.08928861332914156
sustancias,0.08883401166542663
heroína,0.08867929085676288
meditación,0.08856713752171269
drogarse,0.08814158100685475
arrebato,0.0880150344836484
frasco,0.08788706471406442
mareo,0.08746259913304465
gonorrea,0.08679740667149882
sensaciones,0.0859112098959002
crónico,0.08581500882553987
poppers,0.0855657900556694
ensueño,0.08542553460873865
opio,0.08485528506324305
perfume,0.08456859746563444
condón,0.08428095429140212
desodorante,0.08373824986649396
adictos,0.08334541302470527
fumadores,0.0830619508608282
estrés,0.08268541066952771
energizante,0.08206662287867422
aliento,0.08079746097514329
