id,created_at,text
1062035616941137921,Mon Nov 12 17:33:17 +0000 2018,"@OrwellGeorge Y estos deleznables Sectarios en su delirio, creyeron ver en el otro Maldonado de las Aguas el Fin político de Macri."
1062034503676366848,Mon Nov 12 17:28:51 +0000 2018,@Zavalita_1975 @ckleiman Lo vi y pensé lo mismo. Qué delirio.
1062033374439763968,Mon Nov 12 17:24:22 +0000 2018,"Ya no soporto a mis compañeras, tienen un delirio en la cabeza pobre jajaj"
1062033243359318016,Mon Nov 12 17:23:51 +0000 2018,Que es ese delirio de película de Pikachu por favor
1062028739436003329,Mon Nov 12 17:05:57 +0000 2018,No tengo delirio pero casi ...
1062028598897446914,Mon Nov 12 17:05:24 +0000 2018,SOMOS CÓMPLICES LOS DOSSSSSS AL MENOS SE Q HUYO PORQUE AMO NECESITO DISTENSIÓN ESTAR ASÍ DESPIERTO ES UN DELIRIO DE CONDENADO g --&gt; ratto
1062027208770887680,Mon Nov 12 16:59:52 +0000 2018,Que lindo día para tener un delirio místico o brote psicótico.
1062025870095859713,Mon Nov 12 16:54:33 +0000 2018,"Un beso es donde tu terminas,  Y un abrazo tuyo mi abrigo. Tú boca donde allí germina,  Mi delirio y mi muerte  Si es contigo.... !!!"
1062025017230311424,Mon Nov 12 16:51:10 +0000 2018,Necesito saber si me queres y te importo o todo es un delirio para usarme (?
1062020103607410694,Mon Nov 12 16:31:38 +0000 2018,@kimbatony La 6 es un delirio jajajaja.
1062019509190561795,Mon Nov 12 16:29:17 +0000 2018,Gran Lunes para trabajar y concentrarse y desplegar todo tu yo creativo y procastinar hasta el delirio.
1062018557419118592,Mon Nov 12 16:25:30 +0000 2018,@NunkMasKKs Que delirio!!
1062017025256636417,Mon Nov 12 16:19:24 +0000 2018,@natizunino4 Me mata la duda de si fuimos todos complices de un sorete o tuvo cinco seguidores más y tuvo un DELIRIO ENORME.
1062015361787351040,Mon Nov 12 16:12:48 +0000 2018,En cualquier momento me va agarrar un brote psicótico con delirio místico
1062012145066332161,Mon Nov 12 16:00:01 +0000 2018,"La Luna no existe. Es un delirio colectivo milenario, tan duramente imaginado, que lo creemos real y palpable."
